date,maxt,mint,rain,year,month,source_file,Name,Location,Opened
1986-12-01,9.9,4.8,107.6,1986.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-01-01,3.4,-0.4,21.1,1987.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-02-01,6.7,2.1,52.7,1987.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-03-01,7.6,2.3,96.5,1987.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-04-01,12.9,7.3,50.5,1987.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-05-01,14.4,7.7,49.0,1987.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-06-01,16.6,11.3,64.9,1987.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-07-01,19.7,14.1,82.1,1987.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-08-01,20.0,13.8,71.4,1987.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-09-01,18.3,12.9,44.0,1987.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-10-01,14.8,10.1,246.9,1987.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-11-01,10.5,5.8,96.6,1987.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1987-12-01,8.7,4.9,33.3,1987.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-01-01,9.1,4.9,194.9,1988.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-02-01,8.4,3.2,57.7,1988.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-03-01,9.9,4.9,98.0,1988.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-04-01,11.6,5.8,34.2,1988.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-05-01,15.9,10.2,35.8,1988.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-06-01,17.6,11.9,16.2,1988.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-07-01,18.1,13.7,63.6,1988.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-08-01,19.2,13.8,46.5,1988.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-09-01,17.7,12.5,59.3,1988.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-10-01,15.1,10.7,96.2,1988.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-11-01,10.2,5.1,30.0,1988.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1988-12-01,10.3,6.6,29.9,1988.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-01-01,9.6,5.4,34.1,1989.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-02-01,9.6,4.9,55.4,1989.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-03-01,11.2,6.4,67.7,1989.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-04-01,10.7,5.3,64.5,1989.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-05-01,17.4,10.7,3.2,1989.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-06-01,18.9,12.1,61.4,1989.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-07-01,22.2,15.5,21.3,1989.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-08-01,21.6,14.7,18.3,1989.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-09-01,19.8,13.7,41.4,1989.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-10-01,16.7,11.5,92.8,1989.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-11-01,11.3,5.9,69.5,1989.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1989-12-01,9.7,5.4,135.6,1989.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-01-01,10.2,6.3,111.5,1990.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-02-01,11.0,7.1,111.6,1990.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-03-01,11.7,6.8,7.2,1990.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-04-01,13.1,6.0,60.9,1990.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-05-01,17.6,10.3,7.2,1990.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-06-01,17.1,11.8,43.2,1990.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-07-01,20.3,13.9,5.0,1990.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-08-01,22.3,15.8,35.5,1990.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-09-01,18.5,11.5,37.2,1990.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-10-01,16.0,11.5,127.2,1990.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-11-01,10.8,7.1,83.5,1990.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1990-12-01,7.9,4.4,69.9,1990.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-01-01,7.7,4.4,99.0,1991.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-02-01,4.8,0.3,40.8,1991.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-03-01,10.7,5.8,55.1,1991.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-04-01,12.0,5.7,43.1,1991.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-05-01,14.2,7.7,16.0,1991.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-06-01,15.2,10.5,139.3,1991.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-07-01,19.7,14.4,131.6,1991.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-08-01,21.1,15.1,7.6,1991.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-09-01,19.5,13.2,39.7,1991.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-10-01,14.5,9.3,43.1,1991.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-11-01,10.8,5.9,138.9,1991.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1991-12-01,8.8,4.3,28.1,1991.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-01-01,7.1,3.2,24.7,1992.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-02-01,8.7,4.0,30.4,1992.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-03-01,10.5,6.2,59.7,1992.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-04-01,12.4,7.0,91.5,1992.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-05-01,17.7,10.9,19.8,1992.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-06-01,19.4,12.5,8.0,1992.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-07-01,20.2,14.6,88.7,1992.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-08-01,19.6,15.0,109.3,1992.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-09-01,17.6,13.0,72.5,1992.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-10-01,13.1,7.4,116.4,1992.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-11-01,12.4,7.2,138.2,1992.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1992-12-01,8.2,4.0,52.6,1992.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-01-01,10.1,5.5,93.4,1993.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-02-01,7.4,3.4,6.2,1993.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-03-01,9.7,4.3,23.9,1993.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-04-01,13.0,7.9,105.1,1993.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-05-01,16.0,10.3,34.9,1993.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-06-01,18.7,13.0,75.8,1993.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-07-01,18.9,13.8,68.9,1993.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-08-01,19.4,13.3,37.7,1993.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-09-01,17.2,11.2,107.5,1993.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-10-01,13.2,8.4,89.8,1993.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-11-01,8.9,4.1,59.9,1993.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1993-12-01,9.7,5.4,180.7,1993.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-01-01,9.1,5.0,110.2,1994.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-02-01,7.5,2.9,46.1,1994.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-03-01,10.9,6.1,65.5,1994.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-04-01,11.7,5.7,86.3,1994.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-05-01,14.0,8.9,90.9,1994.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-06-01,17.8,12.1,46.5,1994.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-07-01,22.0,16.0,63.7,1994.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-08-01,20.6,15.2,47.4,1994.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-09-01,17.2,12.3,106.2,1994.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-10-01,14.7,9.3,120.2,1994.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-11-01,13.5,10.7,60.3,1994.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1994-12-01,10.9,6.1,132.0,1994.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-01-01,8.6,3.5,148.1,1995.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-02-01,10.3,6.1,107.4,1995.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-03-01,10.0,3.8,63.4,1995.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-04-01,13.1,7.1,14.8,1995.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-05-01,16.5,9.4,14.9,1995.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-06-01,18.5,11.9,25.6,1995.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-07-01,22.0,15.8,32.0,1995.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-08-01,23.5,16.3,0.7,1995.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-09-01,18.3,12.1,103.6,1995.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-10-01,17.3,12.2,30.3,1995.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-11-01,12.1,7.6,28.8,1995.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1995-12-01,6.6,2.4,81.8,1995.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-01-01,7.4,4.0,57.5,1996.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-02-01,6.7,1.5,37.9,1996.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-03-01,7.8,2.9,43.2,1996.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-04-01,12.0,6.1,18.9,1996.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-05-01,13.0,7.0,70.3,1996.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-06-01,18.4,11.7,22.5,1996.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-07-01,19.8,13.7,29.2,1996.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-08-01,20.4,14.2,89.9,1996.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-09-01,17.7,11.7,32.0,1996.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-10-01,15.5,10.3,53.1,1996.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-11-01,10.7,4.6,148.8,1996.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1996-12-01,6.3,2.9,38.9,1996.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-01-01,4.7,0.5,16.1,1997.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-02-01,9.3,5.1,70.3,1997.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-03-01,11.5,6.1,16.3,1997.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-04-01,13.0,5.9,12.4,1997.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-05-01,15.7,8.8,42.8,1997.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-06-01,18.0,12.3,150.2,1997.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-07-01,20.3,14.2,19.9,1997.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-08-01,22.6,16.8,122.4,1997.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-09-01,19.1,12.6,2.0,1997.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-10-01,15.4,9.2,106.1,1997.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-11-01,12.7,8.2,166.6,1997.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1997-12-01,9.7,5.4,95.8,1997.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-01-01,8.9,4.4,106.1,1998.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-02-01,9.9,4.3,11.4,1998.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-03-01,11.3,6.9,59.0,1998.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-04-01,12.0,6.9,86.0,1998.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-05-01,17.8,10.9,8.9,1998.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-06-01,17.4,12.8,88.6,1998.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-07-01,18.9,14.0,56.5,1998.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-08-01,21.0,14.0,30.0,1998.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-09-01,18.8,13.6,102.8,1998.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-10-01,14.8,9.6,167.3,1998.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-11-01,10.0,5.1,47.6,1998.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1998-12-01,9.5,4.9,95.7,1998.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-01-01,9.5,5.3,82.6,1999.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-02-01,8.2,3.6,43.8,1999.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-03-01,10.9,5.3,39.0,1999.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-04-01,12.9,7.4,49.8,1999.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-05-01,16.6,10.9,25.2,1999.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-06-01,18.3,12.2,66.8,1999.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-07-01,22.1,15.4,12.4,1999.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-08-01,20.8,14.7,84.2,1999.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-09-01,19.8,14.6,134.7,1999.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-10-01,15.3,9.6,77.7,1999.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-11-01,11.3,6.9,31.0,1999.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
1999-12-01,9.2,4.3,172.6,1999.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-01-01,8.3,3.1,27.0,2000.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-02-01,9.7,5.0,67.1,2000.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-03-01,11.0,4.9,24.3,2000.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-04-01,12.0,5.2,92.6,2000.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-05-01,16.3,9.6,95.2,2000.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-06-01,18.2,12.0,13.6,2000.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-07-01,19.4,12.8,50.0,2000.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-08-01,21.2,14.3,21.7,2000.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-09-01,19.3,13.5,120.8,2000.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-10-01,15.2,9.4,261.1,2000.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-11-01,11.4,6.4,198.2,2000.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2000-12-01,9.5,5.7,90.7,2000.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-01-01,7.6,2.9,127.8,2001.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-02-01,8.8,3.1,97.3,2001.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-03-01,9.2,4.3,144.5,2001.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-04-01,12.0,6.1,79.0,2001.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-05-01,16.7,9.7,39.5,2001.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-06-01,18.4,12.1,9.9,2001.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-07-01,21.2,14.8,72.6,2001.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-08-01,21.1,15.2,63.8,2001.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-09-01,18.2,11.6,70.8,2001.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-10-01,17.4,12.9,129.8,2001.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-11-01,11.9,5.6,58.7,2001.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2001-12-01,8.0,2.8,31.8,2001.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-01-01,9.3,5.0,88.3,2002.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-02-01,10.9,5.8,109.4,2002.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-03-01,11.5,6.0,40.6,2002.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-04-01,13.6,6.8,23.2,2002.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-05-01,15.6,10.2,77.3,2002.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-06-01,17.9,12.5,66.0,2002.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-07-01,20.1,14.3,106.3,2002.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-08-01,21.6,15.1,33.7,2002.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-09-01,19.7,12.7,70.6,2002.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-10-01,15.5,9.3,65.0,2002.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-11-01,13.2,9.0,165.9,2002.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2002-12-01,9.5,6.2,171.7,2002.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-01-01,8.0,3.4,67.4,2003.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-02-01,7.4,2.6,29.4,2003.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-03-01,11.3,5.7,30.4,2003.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-04-01,13.4,6.7,27.2,2003.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-05-01,15.9,10.2,50.2,2003.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-06-01,19.8,13.8,41.6,2003.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-07-01,21.2,15.6,59.6,2003.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-08-01,22.9,16.0,28.5,2003.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-09-01,19.9,11.6,15.8,2003.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-10-01,14.4,8.0,60.7,2003.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-11-01,12.7,7.9,141.1,2003.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2003-12-01,9.5,4.9,86.4,2003.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-01-01,9.0,4.8,105.8,2004.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-02-01,8.8,4.2,22.7,2004.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-03-01,10.1,4.7,28.6,2004.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-04-01,13.1,6.8,70.4,2004.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-05-01,16.1,9.8,40.4,2004.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-06-01,19.7,13.1,26.1,2004.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-07-01,19.8,14.3,37.2,2004.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-08-01,21.4,16.0,89.0,2004.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-09-01,19.6,13.1,33.2,2004.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-10-01,15.6,10.3,123.1,2004.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-11-01,11.5,7.3,31.2,2004.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2004-12-01,9.4,4.0,74.9,2004.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-01-01,9.4,5.5,30.9,2005.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-02-01,7.3,3.1,25.7,2005.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-03-01,9.7,4.4,63.1,2005.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-04-01,12.7,6.9,49.1,2005.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-05-01,16.1,9.0,29.4,2005.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-06-01,19.8,13.0,27.3,2005.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-07-01,21.0,15.1,63.2,2005.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-08-01,21.4,14.2,42.8,2005.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-09-01,20.1,13.5,46.1,2005.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-10-01,17.5,12.7,98.0,2005.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-11-01,10.9,5.7,42.2,2005.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2005-12-01,8.6,3.3,95.8,2005.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-01-01,7.5,3.9,27.0,2006.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-02-01,7.0,3.3,82.4,2006.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-03-01,8.4,3.5,46.0,2006.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-04-01,12.4,6.8,29.0,2006.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-05-01,15.6,10.1,64.3,2006.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-06-01,19.6,12.8,17.4,2006.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-07-01,23.9,17.0,24.4,2006.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-08-01,20.9,14.8,118.2,2006.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-09-01,21.0,15.7,60.0,2006.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-10-01,17.6,12.7,109.2,2006.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-11-01,13.9,7.2,51.0,2006.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2006-12-01,10.4,5.9,109.3,2006.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-01-01,10.3,6.3,74.2,2007.0,1.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-02-01,10.2,5.4,111.1,2007.0,2.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-03-01,11.7,5.2,47.2,2007.0,3.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-04-01,17.1,8.5,1.6,2007.0,4.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-05-01,16.6,10.6,98.5,2007.0,5.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-06-01,19.5,13.1,68.9,2007.0,6.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-07-01,19.8,13.9,98.4,2007.0,7.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-08-01,20.8,13.8,27.6,2007.0,8.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-09-01,19.2,11.8,17.7,2007.0,9.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-10-01,15.9,8.7,45.9,2007.0,10.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-11-01,12.1,6.0,68.4,2007.0,11.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
2007-12-01,9.7,4.3,70.4,2007.0,12.0,Eastbourne,Eastbourne,"0.285, 50.759",1959
