State,Station,Max Temp (C),DATE,Max Temp (F),YEAR
MINNESOTA,PIPESTONE,42.2,1930-08-04,107.96000000000001,1930
NEVADA,BEOWAWE,42.2,1940-08-11,107.96000000000001,1940
WISCONSIN,PRAIRIE DU CHIEN,41.1,1894-08-08,105.98,1894
NEW HAMPSHIRE,NASHUA 2 NNW,40.6,1948-08-27,105.08000000000001,1948
PENNSYLVANIA,CHAMBERSBURG 1 ESE,40.6,1930-08-04,105.08000000000001,1930
NEW YORK,W PT,40.6,1931-08-07,105.08000000000001,1931
FLORIDA,LAKE CITY 2 E,40.0,1983-08-28,104.0,1983
VERMONT,CORNWALL,40.0,1916-08-21,104.0,1916
MASSACHUSETTS,BROCKTON,40.0,1948-08-28,104.0,1948
MARYLAND,HAGERSTOWN 1E,40.0,1930-08-04,104.0,1930
MAINE,GARDINER,39.4,1975-08-02,102.91999999999999,1975
DELAWARE,DOVER,38.9,1977-08-06,102.02,1977
RHODE ISLAND,KINGSTON,37.8,1975-08-02,100.03999999999999,1975
CONNECTICUT,STORRS,36.1,1949-08-10,96.98,1949
ALASKA,NOME AP,28.3,1966-08-08,82.94,1966
TEXAS,BRACKETTVILLE,52.8,1992-09-05,127.03999999999999,1992
CALIFORNIA,INDIO FIRE STN,50.0,1950-09-02,122.0,1950
ARIZONA,GILA BEND 2SE,48.9,1950-09-02,120.02,1950
KANSAS,MINNEAPOLIS,46.1,1947-09-03,114.98,1947
ARKANSAS,HELENA,45.0,1925-09-06,113.0,1925
UTAH,ST GEORGE,44.4,2022-09-07,111.91999999999999,2022
SOUTH DAKOTA,FORESTBURG 4 NNE,44.4,1895-09-17,111.91999999999999,1895
NEBRASKA,FAIRBURY 7S,44.4,1947-09-03,111.91999999999999,1947
TENNESSEE,CLARKSVILLE WWTP,44.4,1925-09-07,111.91999999999999,1925
OKLAHOMA,HEALDTON 3 E,43.9,2000-09-04,111.02,2000
MISSISSIPPI,UNIVERSITY,43.3,1925-09-05,109.94,1925
MISSOURI,JACKSON,43.3,1912-09-09,109.94,1912
ALABAMA,CLANTON,43.3,1925-09-06,109.94,1925
IDAHO,CAMBRIDGE,43.3,1923-09-06,109.94,1923
LOUISIANA,CALHOUN 2 N,43.3,2000-09-01,109.94,2000
GEORGIA,HAWKINSVILLE,43.3,1925-09-05,109.94,1925
SOUTH CAROLINA,SANTUCK,43.3,1925-09-04,109.94,1925
ILLINOIS,HARRISBURG,42.8,1913-09-03,109.03999999999999,1913
NEVADA,EUREKA,42.8,1890-09-08,109.03999999999999,1890
VIRGINIA,PURCELLVILLE,42.2,1932-09-01,107.96000000000001,1932
OREGON,GRANTS PASS,42.2,1988-09-02,107.96000000000001,1988
MINNESOTA,MILAN 1NW,42.2,1931-09-10,107.96000000000001,1931
KENTUCKY,HOPKINSVILLE,42.2,1925-09-05,107.96000000000001,1925
IOWA,CLARINDA,42.2,1913-09-01,107.96000000000001,1913
INDIANA,MT VERNON,41.7,1953-09-02,107.06,1953
NEW YORK,ELMIRA,41.7,1953-09-03,107.06,1953
NORTH CAROLINA,MONROE 2 SE,41.7,1925-09-04,107.06,1925
NORTH DAKOTA,JAMESTOWN STATE HOSP,41.7,1931-09-06,107.06,1931
WISCONSIN,SHAWANO 2SSW,41.1,1923-09-07,105.98,1923
COLORADO,JULESBURG,41.1,2013-09-06,105.98,2013
MONTANA,GLENDIVE,41.1,1983-09-01,105.98,1983
NEW MEXICO,BOSQUE DEL APACHE,41.1,1905-09-02,105.98,1905
FLORIDA,INVERNESS 3 SE,40.6,1955-09-07,105.08000000000001,1955
OHIO,HILLSBORO,40.6,1895-09-20,105.08000000000001,1895
NEW JERSEY,FLEMINGTON 5 NNW,40.6,1953-09-02,105.08000000000001,1953
PENNSYLVANIA,PHOENIXVILLE 1 E,40.6,1953-09-02,105.08000000000001,1953
WASHINGTON,DAYTON 1 WSW,40.6,1953-09-11,105.08000000000001,1953
WEST VIRGINIA,GLENVILLE,40.0,1932-09-01,104.0,1932
MICHIGAN,ADRIAN 2 NNE,40.0,1913-09-02,104.0,1913
WYOMING,BASIN,38.9,1950-09-03,102.02,1950
NEW HAMPSHIRE,KEENE,38.3,1953-09-02,100.94,1953
MARYLAND,HAGERSTOWN 1E,38.3,1902-09-01,100.94,1902
MASSACHUSETTS,BROCKTON,37.8,1953-09-02,100.03999999999999,1953
MAINE,FARMINGTON,37.8,1895-09-22,100.03999999999999,1895
DELAWARE,DOVER,37.2,1953-09-01,98.96000000000001,1953
VERMONT,WOODSTOCK,36.1,1951-09-10,96.98,1951
CONNECTICUT,STORRS,36.1,1953-09-02,96.98,1953
RHODE ISLAND,KINGSTON,35.0,1953-09-02,95.0,1953
ALASKA,NOME AP,21.7,1979-09-11,71.06,1979
CALIFORNIA,INDIO FIRE STN,47.2,2024-10-01,116.96000000000001,2024
ARIZONA,GILA BEND 2SE,45.6,1980-10-02,114.08000000000001,1980
TEXAS,BRACKETTVILLE,44.4,1991-10-05,111.91999999999999,1991
MISSISSIPPI,HATTIESBURG 5SW,41.1,1919-10-26,105.98,1919
ARKANSAS,TEXARKANA WEBB FLD,40.0,1938-10-01,104.0,1938
NEBRASKA,GOTHENBURG,40.0,1947-10-05,104.0,1947
SOUTH CAROLINA,LITTLE MTN,39.4,1954-10-05,102.91999999999999,1954
ALABAMA,CLANTON,39.4,2019-10-04,102.91999999999999,2019
GEORGIA,LOUISVILLE 1 E,39.4,1954-10-05,102.91999999999999,1954
KANSAS,ASHLAND,38.9,2016-10-17,102.02,2016
NEW MEXICO,BOSQUE DEL APACHE,38.9,2003-10-01,102.02,2003
SOUTH DAKOTA,HURON RGNL AP,38.9,1963-10-05,102.02,1963
OREGON,RIDDLE,38.9,1980-10-03,102.02,1980
NORTH CAROLINA,FAYETTEVILLE (PWC),38.3,1954-10-07,100.94,1954
OKLAHOMA,HEALDTON 3 E,38.3,1898-10-02,100.94,1898
UTAH,ST GEORGE,38.3,2024-10-01,100.94,2024
LOUISIANA,CALHOUN 2 N,37.8,1954-10-06,100.03999999999999,1954
NEVADA,EUREKA,37.8,1892-10-26,100.03999999999999,1892
MISSOURI,APPLETON CITY,37.8,1899-10-13,100.03999999999999,1899
VIRGINIA,FARMVILLE,37.8,1941-10-06,100.03999999999999,1941
PENNSYLVANIA,PHOENIXVILLE 1 E,37.8,1941-10-05,100.03999999999999,1941
COLORADO,LAMAR,37.2,1911-10-02,98.96000000000001,1911
ILLINOIS,CASEY,37.2,1897-10-10,98.96000000000001,1897
NEW YORK,ADDISON,37.2,1927-10-02,98.96000000000001,1927
TENNESSEE,JACKSON EXP STN,37.2,1953-10-01,98.96000000000001,1953
MARYLAND,PRINCESS ANNE,36.7,1941-10-06,98.06,1941
OHIO,DAYTON MCD,36.7,2019-10-03,98.06,2019
WISCONSIN,OCONTO 4 W,36.7,1995-10-28,98.06,1995
WEST VIRGINIA,ROMNEY 1 SW,36.7,1927-10-02,98.06,1927
MICHIGAN,THREE RIVERS,36.7,1895-10-03,98.06,1895
FLORIDA,ARCADIA,36.7,1973-10-05,98.06,1973
INDIANA,ANDERSON 1 N,36.7,1897-10-02,98.06,1897
KENTUCKY,HOPKINSVILLE,36.7,1953-10-01,98.06,1953
IOWA,FOREST CITY 2 NNE,36.1,1963-10-05,96.98,1963
NEW JERSEY,FLEMINGTON 5 NNW,36.1,1941-10-05,96.98,1941
NORTH DAKOTA,ASHLEY,36.1,1931-10-31,96.98,1931
IDAHO,PAYETTE,35.6,1896-10-01,96.08000000000001,1896
WASHINGTON,CLE ELUM,35.6,1934-10-11,96.08000000000001,1934
MONTANA,CULBERTSON,35.6,1953-10-01,96.08000000000001,1953
DELAWARE,DOVER,35.0,1941-10-07,95.0,1941
MINNESOTA,ADA,35.0,1922-10-03,95.0,1922
WYOMING,SUNDANCE,33.9,1992-10-03,93.02,1992
VERMONT,SAINT JOHNSBURY,33.3,1909-10-10,91.94,1909
NEW HAMPSHIRE,DURHAM,32.8,1930-10-13,91.03999999999999,1930
MAINE,FARMINGTON,32.2,1930-10-13,89.96000000000001,1930
MASSACHUSETTS,AMHERST,32.2,1908-10-17,89.96000000000001,1908
CONNECTICUT,STORRS,31.7,1908-10-18,89.06,1908
RHODE ISLAND,KINGSTON,30.6,1927-10-02,87.08000000000001,1927
ALASKA,NOME AP,15.0,1954-10-01,59.0,1954
ARIZONA,SAN CARLOS RSVR,38.9,1992-11-11,102.02,1992
CALIFORNIA,INDIO FIRE STN,38.3,1926-11-07,100.94,1926
ALABAMA,SELMA,37.2,1907-11-09,98.96000000000001,1907
INDIANA,WINAMAC 2SSE,37.2,1897-11-22,98.96000000000001,1897
NEBRASKA,MINDEN,37.2,1898-11-16,98.96000000000001,1898
VIRGINIA,ROCKY MT,37.2,1946-11-03,98.96000000000001,1946
TEXAS,HONDO,37.2,1924-11-02,98.96000000000001,1924
MISSISSIPPI,HATTIESBURG 5SW,36.1,1925-11-26,96.98,1925
GEORGIA,ALBANY 3 SE,36.1,1926-11-01,96.98,1926
NEW MEXICO,CARLSBAD,36.1,1903-11-07,96.98,1903
FLORIDA,BARTOW 1SE,35.6,1907-11-20,96.08000000000001,1907
OHIO,HIRAM,35.0,1986-11-25,95.0,1986
LOUISIANA,JENNINGS,35.0,1901-11-03,95.0,1901
IOWA,ESTHERVILLE 4E,35.0,1983-11-04,95.0,1983
ILLINOIS,PALESTINE,34.4,2001-11-07,93.91999999999999,2001
KANSAS,ASHLAND,33.9,2016-11-01,93.02,2016
OKLAHOMA,ENID,33.3,1915-11-05,91.94,1915
SOUTH CAROLINA,SANTUCK,33.3,1916-11-04,91.94,1916
TENNESSEE,JACKSON EXP STN,33.3,1941-11-28,91.94,1941
ARKANSAS,ARKADELPHIA 2 N,32.8,1911-11-17,91.03999999999999,1911
OREGON,FOREST GROVE,32.2,1949-11-01,89.96000000000001,1949
MISSOURI,APPLETON CITY,32.2,1915-11-01,89.96000000000001,1915
COLORADO,HOLLY,32.2,1927-11-10,89.96000000000001,1927
UTAH,MANTI,32.2,1934-11-25,89.96000000000001,1934
MINNESOTA,FARMINGTON 3NW,32.2,1919-11-14,89.96000000000001,1919
WEST VIRGINIA,GLENVILLE,31.7,1899-11-21,89.06,1899
NORTH CAROLINA,FAYETTEVILLE (PWC),31.7,1991-11-21,89.06,1991
SOUTH DAKOTA,KENNEBEC,31.7,1999-11-08,89.06,1999
KENTUCKY,BOWLING GREEN WARREN CO AP,31.1,1909-11-13,87.98,1909
NEW YORK,ELMIRA,30.6,1950-11-02,87.08000000000001,1950
WYOMING,WHEATLAND 4N,30.0,1914-11-05,86.0,1914
PENNSYLVANIA,PHOENIXVILLE 1 E,30.0,1950-11-01,86.0,1950
DELAWARE,DOVER,29.4,1950-11-01,84.91999999999999,1950
WISCONSIN,PRAIRIE DU CHIEN,29.4,1999-11-09,84.91999999999999,1999
NEVADA,BEOWAWE,29.4,1909-11-05,84.91999999999999,1909
NEW JERSEY,NEWARK LIBERTY INTL AP,29.4,1950-11-01,84.91999999999999,1950
MARYLAND,PRINCESS ANNE,29.4,1950-11-01,84.91999999999999,1950
MASSACHUSETTS,HAVERHILL,28.9,1950-11-02,84.02,1950
MONTANA,BRIDGER 2 N,28.9,1914-11-02,84.02,1914
NORTH DAKOTA,ASHLEY,28.3,2010-11-06,82.94,2010
CONNECTICUT,STORRS,27.8,1950-11-02,82.04,1950
MICHIGAN,ALMA,27.8,1950-11-01,82.04,1950
NEW HAMPSHIRE,NASHUA 2 NNW,27.2,1950-11-03,80.96,1950
VERMONT,WOODSTOCK,26.7,2024-11-01,80.06,2024
IDAHO,PAYETTE,26.7,1896-11-01,80.06,1896
WASHINGTON,DAYTON 1 WSW,26.7,1965-11-02,80.06,1965
RHODE ISLAND,KINGSTON,26.7,2020-11-09,80.06,2020
MAINE,FARMINGTON,26.1,2020-11-10,78.98,2020
ALASKA,NOME AP,10.0,1928-11-01,50.0,1928
MISSISSIPPI,NATCHEZ,37.2,1986-12-18,98.96000000000001,1986
OHIO,HIRAM,36.7,1986-12-03,98.06,1986
FLORIDA,LAKE CITY 2 E,36.7,1951-12-17,98.06,1951
TEXAS,BRACKETTVILLE,36.1,1999-12-05,96.98,1999
CALIFORNIA,INDIO FIRE STN,35.6,1958-12-04,96.08000000000001,1958
GEORGIA,HAWKINSVILLE,35.0,1905-12-04,95.0,1905
UTAH,VERNAL,34.4,1990-12-24,93.91999999999999,1990
ALABAMA,SELMA,34.4,1906-12-10,93.91999999999999,1906
ARIZONA,GILA BEND 2SE,33.3,2011-12-29,91.94,2011
KANSAS,ASHLAND,33.3,1905-12-30,91.94,1905
LOUISIANA,FRANKLIN 3 NW,33.3,1922-12-23,91.94,1922
NEW MEXICO,CLAYTON MUNI AIR PK,33.3,1917-12-26,91.94,1917
TENNESSEE,FRANKLIN SEWAGE PLT,32.8,1907-12-28,91.03999999999999,1907
CONNECTICUT,STORRS,32.8,1989-12-23,91.03999999999999,1989
ARKANSAS,HARRISON,31.7,2016-12-02,89.06,2016
KENTUCKY,RUSSELLVILLE,31.7,1995-12-12,89.06,1995
COLORADO,CHEYENNE WELLS 2NE,31.1,1939-12-06,87.98,1939
SOUTH CAROLINA,BATESBURG,31.1,1914-12-16,87.98,1914
INDIANA,OOLITIC PURDUE EX FM,30.6,1901-12-10,87.08000000000001,1901
NORTH CAROLINA,EDENTON,30.6,1922-12-03,87.08000000000001,1922
IDAHO,SAINT MARIES,30.6,1915-12-01,87.08000000000001,1915
ILLINOIS,PANA,30.6,1902-12-11,87.08000000000001,1902
NEBRASKA,AUBURN 5 ESE,30.6,2021-12-15,87.08000000000001,2021
OKLAHOMA,NORMAN 3SSE,30.0,1955-12-24,86.0,1955
MASSACHUSETTS,AMHERST,29.4,1962-12-28,84.91999999999999,1962
MICHIGAN,ADRIAN 2 NNE,28.9,1984-12-29,84.02,1984
MINNESOTA,CALEDONIA,28.9,1908-12-31,84.02,1908
IOWA,SAC CITY,28.9,1998-12-05,84.02,1998
VIRGINIA,CHARLOTTESVILLE 2W,28.3,1998-12-08,82.94,1998
MISSOURI,MARBLE HILL,28.3,1918-12-06,82.94,1918
WEST VIRGINIA,GLENVILLE,27.8,1932-12-24,82.04,1932
MONTANA,BIG TIMBER,26.7,1897-12-30,80.06,1897
MARYLAND,HAGERSTOWN 1E,26.1,1982-12-04,78.98,1982
NEVADA,CARSON CITY,26.1,1992-12-29,78.98,1992
WISCONSIN,HAYWARD RS,25.6,1913-12-02,78.08,1913
NEW JERSEY,BOONTON 1 SE,25.0,1933-12-01,77.0,1933
PENNSYLVANIA,EVERETT,25.0,2001-12-06,77.0,2001
OREGON,GRANTS PASS,25.0,1913-12-10,77.0,1913
NEW HAMPSHIRE,HANOVER,24.4,1998-12-07,75.92,1998
WYOMING,WHEATLAND 4N,24.4,1915-12-09,75.92,1915
DELAWARE,DOVER,23.9,1966-12-10,75.02,1966
NEW YORK,BROCKPORT,23.9,1982-12-03,75.02,1982
WASHINGTON,SEDRO-WOOLLEY,23.3,1939-12-05,73.94,1939
SOUTH DAKOTA,ACADEMY 2NE,23.3,1998-12-02,73.94,1998
RHODE ISLAND,KINGSTON,22.8,1998-12-07,73.04,1998
VERMONT,WOODSTOCK,21.7,1998-12-08,71.06,1998
NORTH DAKOTA,NAPOLEON,21.1,1894-12-20,69.98,1894
MAINE,MADISON,20.0,1930-12-02,68.0,1930
ALASKA,NOME AP,6.7,2024-12-11,44.06,2024
